Nome,Endereço,Cidade,Estado,CEP,Telefone,CPF
roberta bomdia,9621 Rodovia Luiz Otávio,Bom Jesus do Araguaia,Santa Catarina,51877-803,(27) 8222-9075,086.361.888-06
joão luca porteira,s/n Rua Benjamin Cerqueira,Sairé,Tocantins,53723-559,8259312259,086.594.492-07
,706 Viela Arthur Gabriel,Piumhi,Pará,16114-057,6654351618,086.603.044-11
beatriz palmeira,1691 Ponte Clarice Raia,Marema,Mato Grosso do Sul,22553-471,(33) 5919-1880,086.689.957-07
srta. calebe gomes,790 Avenida Pedro Caseira,Olhos-d'Água,Distrito Federal,47999139,(49) 4716-2882,086.829.792-50
augusto carneiro filho,s/n Travessa Maya,Vale do Anari,Mato Grosso do Sul,01845-237,1681462267,086.883.293-62
joão felipe rameira filho,9678 Rodovia João Gabriel,Maraã,Bahia,32218-999,(15) 7302-1501,087.127.765-48
gabriela limeira,9710 Travessa Igor Aparício,Itapemirim,Paraná,89739382,81910854727,087.140.759-03
enzo miguel teixeira,s/n Marginal Natália,Ponto Belo,Maranhão,80739-861,(84) 9232-8367,087.221.111-82
arthur henrique palmeira jr.,47182 Rua Isadora,Paraúna,Alagoas,95328-237,4259632482,087.326.558-00
dra. laís casqueira,1650 Ponte Heitor de Borba,Campo Redondo,Ceará,82375-308,4126416598,087.431.427-53
maria vitória gentil,51879 Alameda Paulo Peixoto,Áurea,Espírito Santo,21491322,9758152389,087.436.544-95
alexandre taveira jr.,2023 Rodovia Frederico Moreno,São Miguel Arcanjo,Mato Grosso do Sul,93995599,(24) 92860-8735,087.479.694-66
mariah tavares,92338 Alameda Silas Rebouças,Charqueadas,Rio de Janeiro,73287-373,3239806211,087.562.746-37
dra. fabrícia martins,6900 Ponte Danilo Amoreira,Itaeté,Bahia,07576-968,(42) 2121-2597,087.615.827-00
isabela bomdia,9155 Rodovia Nathan,Campinápolis,Ceará,55547305,85919129777,087.762.661-84
sílvia sales,6156 Ponte Augusto Godinho,Piquerobi,Ceará,56673-217,(54) 3019-5014,087.917.949-00
sílvia sales,6156 Ponte Augusto Godinho,Piquerobi,Ceará,56673-217,(54) 3019-5014,087.917.949-00
márcia munhoz,s/n Rua Cauã,Terra Rica,Pernambuco,84925-796,(75) 9070-7647,088.224.336-53
maria alice aparício,22430 Travessa Pietra Roriz,Cruz do Espírito Santo,Ceará,99864496,(91) 9953-8741,088.249.254-30
kléber duarte jr.,457 Marginal Mathias,Mirassol,Rio de Janeiro,26060-653,(49) 92439-7243,088.315.959-70
sr. yuri munhoz,s/n Viela Nathan de Quadros,Oiapoque,Minas Gerais,55141807,7545221605,088.428.664-90
bárbara espinheira,s/n Avenida Rafaela Reis,Registro,Pará,83461-942,(16) 8984-3128,088.448.750-47
carlos eduardo barata,406 Viela Norberto Guterres,Lavandeira,Amapá,91424291,(19) 9370-2051,089.257.232-98
lorraine cabreira,934 Marginal Sirineu Cabreira,Ernestina,São Paulo,76667-667,(19) 95484-9759,089.528.132-51
davi luiz hermingues,1421 Viela Marcela Pedroso,Chuí,Maranhão,31296511,(22) 5968-9040,089.568.589-26
joão gabriel hermingues,957 Rua Bruno Palhares,Capinzal do Norte,Tocantins,31611-977,(55) 8427-1252,089.623.494-00
margarida de lara,106 Marginal Pietro Meira,Santana do Livramento,Paraná,81532-267,(47) 1373-7414,089.628.634-72
davi ludmer roseira,s/n Rua Felipe,Conceição da Aparecida,Goiás,78430-236,(48) 93807-7240,089.779.174-68
patricia jaques,7335 Rodovia Guilherme de Quadros,Gameleira,Pará,34566-816,(45) 2850-2080,089.912.342-24
ana lívia da veiga,s/n Rua Fabrício Carvalheira,Conchal,Rio Grande do Norte,71651-933,(71) 93311-7914,090.098.894-08
pietra dorneles neto,8482 Marginal Theo da Paz,Ponta de Pedras,Tocantins,37166-235,(42) 6087-1994,090.104.522-55
tomás menendes,55981 Ponte André,Tupiratins,Alagoas,61399-850,(65) 99340-7817,090.108.073-04
alessandro marins,75826 Avenida Luiz Felipe Meireles,Nazarezinho,Espírito Santo,69154402,(91) 3351-7399,090.134.500-83
benjamin fernandes,7064 Alameda Heloísa,Divinésia,Minas Gerais,03979-619,1473114845,090.143.110-95
sr. mathias cruz,1260 Travessa Gabriela Pinheira,Bela Vista da Caroba,Santa Catarina,47731865,(81) 4306-5410,090.154.231-80
joaquim banheira neto,843 Viela Valentina,Antônio Gonçalves,Pernambuco,54480-797,(15) 5602-3301,090.162.336-95
isabelly longuinho,s/n Rodovia Luan Palmeira,Viçosa do Ceará,Rio Grande do Norte,69944-158,(17) 91089-7433,090.264.902-75
arthur gabriel velasques neto,20202 Rua Enzo Gabriel Soeira,Maurilândia,Piauí,99268-253,(98) 99459-3233,090.283.080-59
cecília peixoto,50181 Rodovia Carlos Simões,Capão da Canoa,Pernambuco,86057-391,8185732636,090.323.759-89
ricardo do prado,s/n Alameda João Goulart,Chalé,Piauí,89363-450,(34) 2818-5524,090.449.612-09
feliciano coutinho,3146 Alameda Eduarda,Aspásia,Mato Grosso,19165094,(38) 2804-6590,090.522.833-20
djalma nascimento filho,26634 Alameda Felipe,São José do Ouro,Santa Catarina,89060679,(15) 6920-6948,090.528.776-29
camila da cunha,s/n Marginal Luana,Padre Carvalho,Piauí,67653-910,(97) 91009-4525,090.536.720-01
luiz henrique novaes,8446 Ponte Silas Bomdia,Marília,Mato Grosso,48222-454,7580154431,090.781.986-99
arthur gabriel viana,638 Rua Kauê,Malhada de Pedras,Maranhão,97707-964,(28) 97680-1240,090.825.977-80
sr. felícia fontinhas,3339 Rua Heitor,Selbach,Paraíba,16841-605,9692914837,090.837.727-48
joana paes,6223 Marginal Lavínia da Fronteira,Taboleiro Grande,Rondônia,63218-770,(15) 91558-4697,090.973.622-70
joão pedro goulart filho,9191 Ponte Vicente,Verdelândia,Espírito Santo,85339-856,(44) 99071-8543,091.000.934-16
laís dorneles,s/n Ponte Fernanda Araújo,Caetanópolis,Santa Catarina,58750-067,4734044308,091.279.524-79
,337 Marginal Gúbio Rolim,Benedito Leite,Pará,99196-917,(99) 96570-7833,091.313.686-70
sarah da fronteira,s/n Rua João Pedro Monteiro,Águas Lindas de Goiás,Maranhão,36029-320,7917392223,091.398.761-10
luiz felipe coutinho,1675 Rua Eloah,Diamante do Sul,Acre,01684-417,6845673829,091.505.940-10
luiz felipe coutinho,1675 Rua Eloah,Diamante do Sul,Acre,01684-417,6845673829,091.505.940-10
maria cecília moreno,133 Ponte Vitor Bouças,São Sebastião da Boa Vista,Piauí,87372-807,(94) 8775-8832,091.509.479-74
lorraine neves,s/n Avenida Oliver Vimaranes,São Gonçalo do Rio Abaixo,Pernambuco,14005820,(75) 3141-7657,091.526.025-59
olívia teixeira,43718 Avenida Feliciano Ambrósio,Ipumirim,Roraima,93129075,4876639307,091.534.054-20
enzo bomdia,58133 Ponte Mariana Henriques,Santana de Mangueira,Amapá,54056171,(61) 96926-6272,091.664.361-17
heloísa amoreira,76639 Rua Laís,Viseu,Ceará,53011-298,(11) 96800-4345,091.918.064-70
bianca moreno neto,59829 Ponte Sophie,Nova Europa,Maranhão,49436-570,(71) 1775-7972,092.046.877-20
ladislau da mota,32378 Rua Ryan,Cacequi,Mato Grosso,75870-755,(31) 3594-4635,092.070.543-02
sr. marina guedes,69088 Travessa Ana Lívia Bonfim,Santana do Riacho,Ceará,11386-305,(43) 9039-8666,092.233.270-32
esther bittencourt,73924 Ponte Frederico,Trairão,Paraná,85320-311,(92) 6471-9378,092.405.660-66
vitória bernardes,s/n Rodovia Paula,Nova Porteirinha,Mato Grosso,89619-141,(34) 1401-4495,092.436.333-92
lucas gabriel madeira filho,4523 Alameda Enzo Gabriel,Berizal,São Paulo,47208-756,(98) 5529-9343,092.438.460-35
breno godins,2268 Viela Larissa,Penedo,Espírito Santo,20383-248,(14) 97691-9306,092.550.064-01
joão custódio,23297 Avenida Ana Sophia Caseira,São José do Sabugi,Acre,58676-171,4979086135,092.585.531-60
oliver quarteira,979 Alameda Calebe,Santa Fé do Sul,Espírito Santo,76486-777,(12) 92905-8427,092.794.146-58
dr. pedro tobias da fronteira,s/n Viela Maria Laura Ribeira,Sidrolândia,Mato Grosso do Sul,75269-048,2215284799,092.863.134-62
srta. joão victor da bandeira,90537 Ponte João Victor Bouças,Igaratinga,Pernambuco,78781951,(18) 7509-4644,092.869.266-34
breno da silva,772 Alameda Oliver,Itaíba,Mato Grosso do Sul,71477-790,(41) 6125-1422,092.911.816-25
dra. marcela ramires,671 Rodovia Ana,Logradouro,Pernambuco,74242912,(21) 8749-5537,093.014.267-57
marcelo moraes,19460 Alameda Pablo Soares,Terenos,Amapá,13777-795,(38) 1542-9437,093.133.734-83
eloah carvalho,8628 Viela Benjamin Mangueira,Puxinanã,Rio Grande do Sul,98001337,(91) 5459-4722,093.142.244-22
carlos eduardo galvão,66619 Avenida Deneval Coqueiro,Arroio Grande,Mato Grosso do Sul,45681-913,(64) 99942-7330,093.481.350-74
joaquim fontinhas,s/n Alameda Hélio,Coronel Martins,Alagoas,86961-785,(13) 8912-2829,093.538.866-43
sirineu ramalho,4932 Rodovia Silas Santos,Tombos,Espírito Santo,94273-340,(74) 1845-7627,094.037.893-01
gúbio barroso,s/n Avenida Roberto Figueira,Tupandi,Bahia,52722927,(66) 97071-4549,094.072.053-12
ana vitória ornelas,s/n Rodovia Luana Novaes,Guaraqueçaba,Paraíba,00913-742,(84) 6973-8954,094.079.706-20
josé alves,474 Marginal Murilo Ambrósio,Nova Lima,Rio de Janeiro,10537-688,5522664501,094.256.563-04
otávio aguiar,479 Travessa Meire de Assunção,Machadinho,Amazonas,11878-184,8492471506,094.435.305-38
vitor hugo paes,3844 Avenida Yuri Almeida,Campos Borges,São Paulo,79562-912,5511425464,094.437.869-23
joão miguel henriques,4617 Rua Suélen Negrão,Diamante,Espírito Santo,89164618,(28) 9665-3232,094.458.542-68
lorraine pedroso,s/n Travessa Esther da Bandeira,Buri,São Paulo,33422-552,(91) 6350-6055,094.492.470-05
rafaela da fonseca filho,6089 Viela Rodrigo Junqueira,Votuporanga,Minas Gerais,25230-803,(79) 4184-9949,094.644.227-42
,s/n Rua Bruna,Trombudo Central,Mato Grosso,28136-852,(85) 2185-3229,094.653.548-56
dr. gustavo ambrósio,8958 Rodovia Alexandre,Apuí,Tocantins,71673-723,(81) 8551-5921,094.858.087-98
bárbara de borba,71733 Avenida Valentina,Campina do Monte Alegre,Tocantins,53471-847,(61) 6697-2128,094.886.603-92
joão guilherme nunes,40601 Rodovia Isabella,Babaçulândia,Tocantins,55332-047,45979937278,094.948.516-09
leonardo rameira,s/n Rua Luiz,Itarema,Rondônia,45835-949,(22) 5542-7856,094.956.034-04
,s/n Ponte Maria Helena,São Valério do Sul,Sergipe,11207-327,(19) 95485-9964,095.030.223-63
ana clara fernandes,5448 Avenida Ana Laura Mangueira,André da Rocha,Amazonas,24365909,(49) 5958-8550,095.033.815-09
ricardo de quadros,293 Rua Ian,Poranga,Rondônia,60005-978,(11) 7842-7769,095.257.752-67
srta. aline meireles,45182 Ponte Felícia Albuquerque,Água Boa,Santa Catarina,59255-308,(62) 6902-3701,095.281.732-25
joão gabriel guterres,32745 Travessa Mariana,Rio Manso,Amapá,95770-446,6311593031,095.372.539-10
arthur gabriel longuinho filho,240 Rua Dalila de Oliveira,Ubaíra,Pará,74974961,(91) 91091-1798,095.375.989-00
maria eduarda das neves,716 Ponte Fernanda,Nilópolis,Rondônia,91995-736,(54) 4605-5717,095.379.121-16
maria sophia ramos,60594 Travessa Arthur Miguel Rodrigues,Mercedes,Pará,16870-151,(63) 95280-3610,095.472.541-70
sr. maria eduarda moniz,874 Rodovia Aurora,Conceição do Tocantins,Amapá,64441657,(87) 91475-2000,095.473.275-85
,78249 Travessa Nicole Martim,Itaqui,Pará,82145667,2718252728,095.473.890-09
,78249 Travessa Nicole Martim,Itaqui,Pará,82145667,2718252728,095.473.890-09
carla paes,5818 Rua Ladislau Corte,Rio Grande,Santa Catarina,28588-546,(92) 9377-4552,095.481.088-01
davi lucas monteiro,s/n Travessa Alessandro,Córrego Danta,Roraima,22212783,(28) 9499-2518,095.482.579-98
,7423 Marginal Enzo Thiago Rocha,São Sebastião do Umbuzeiro,Paraíba,36974-849,4599975851,095.519.144-06
lucca antunes filho,407 Rodovia João Guilherme Roseira,Mansidão,São Paulo,73398-050,(42) 9869-4358,095.590.718-74
marcia moreno,3403 Viela Gabriela,Três Lagoas,Pernambuco,43067-665,1196452657,095.610.960-80
dra. fernando do prado,3290 Marginal Bárbara,Cumari,Mato Grosso do Sul,65338-249,(97) 4971-9882,095.762.579-05
juliana da madureira,45226 Marginal Gabriela Duarte,Agudos,Mato Grosso do Sul,45868-362,27946235481,095.889.400-01
washington resende,38126 Rua Lucca,Nova Prata do Iguaçu,Minas Gerais,80290-832,(71) 4822-3424,095.992.094-35
dr. gabriel fontinhas,s/n Avenida Pedro,Rio Tinto,Bahia,66007-196,4333701910,096.021.129-21
giovanna marcondes,4147 Alameda Rafael Araújo,Joaquim Távora,Mato Grosso do Sul,27793-151,8388739005,096.058.535-40
bento batista,s/n Marginal Fábio Monteira,Cristalina,Mato Grosso,74836-783,(61) 4640-8658,096.151.265-27
joaquim mendes,s/n Avenida Mathias,Inajá,Roraima,56732-869,(87) 5639-8090,096.184.844-83
thiago caseira,5957 Marginal Arthur Miguel,Pirassununga,Mato Grosso,71783-328,9842014263,096.218.613-90
manuela aragão,6130 Rua Arthur,Guapiaçu,Mato Grosso,82887-917,3716709475,096.379.118-47
manuela aragão,6130 Rua Arthur,Guapiaçu,Mato Grosso,82887-917,3716709475,096.379.118-47
marcela grotas,s/n Alameda Isaac Sais,Paulista,Rio Grande do Norte,52747396,(98) 94128-2672,096.488.041-50
pietro geraldes,s/n Alameda Warley,Major Isidoro,Amapá,00976-941,(51) 3154-1417,096.512.024-40
isis fontes,42524 Marginal Davi Luca,Barra do Mendes,Distrito Federal,83222028,6198547599,096.540.389-00
guilherme moniz,7975 Ponte Noah Quarteira,Pedralva,Ceará,67045-353,(96) 3048-8896,096.724.848-52
guilherme moniz,7975 Ponte Noah Quarteira,Pedralva,Ceará,67045-353,(96) 3048-8896,096.724.848-52
helena marins,484 Avenida Murilo,Esteio,Espírito Santo,24745-134,(86) 1944-8321,096.738.551-29
márcia ordonhes,s/n Marginal Olívia Pinheira,Bonito de Minas,Amazonas,77540-219,(73) 7163-7261,096.920.800-64
isaac novaes,381 Alameda Yasmin,Mata de São João,Acre,93824-627,(63) 5767-6682,096.949.906-02
dra. joão luca de borba,64497 Rua Vinícius Regueira,Sericita,Goiás,50872-988,6290812075,097.027.019-45
dra. joão luca de borba,64497 Rua Vinícius Regueira,Sericita,Goiás,50872-988,6290812075,097.027.019-45
malu novaes,411 Avenida Sarah,Bom Jardim da Serra,Goiás,88890152,(79) 93182-2213,097.119.082-80
luana jaques,827 Travessa Gabriel,Itaverava,Paraíba,53411-397,(66) 4938-1492,097.158.147-94
dr. oliver palmeira,8971 Rua Maria Clara,Palmeirais,Alagoas,74336-997,(35) 92314-6010,097.193.909-80
emanuelly barreto,s/n Marginal Maria Júlia,Parnarama,Bahia,71775-489,(15) 97321-9027,097.221.527-18
isadora sales,245 Rodovia Maria Clara Banheira,Sério,Tocantins,89251-517,5599752139,097.284.861-46
sr. carlos eduardo datena,42337 Marginal Theo Aparício,Braúna,Santa Catarina,15828-491,(98) 97013-4384,097.326.818-29
,7772 Marginal Célia,Várzea Grande,Acre,98440748,3225271586,097.376.942-44
fabiano sais,1385 Ponte Otávio Guedes,Iturama,Alagoas,88744-663,4150279765,097.403.810-57
erick modesto,10021 Viela Morgana,Poções,Pará,12923-913,67927388065,097.441.297-00
marcia costa,1823 Rodovia Davi,Itaguaí,Minas Gerais,99455-018,(66) 9784-1735,097.532.864-65
,s/n Avenida Morgana Siqueira,Xinguara,Mato Grosso do Sul,81173-338,6934567141,097.543.108-07
larissa lobos,44547 Travessa Djalma,Princesa Isabel,Ceará,20033-934,(47) 97050-2529,097.618.114-25
davi da nóbrega neto,799 Viela Francisca Vimaranes,Prudente de Morais,Rio Grande do Sul,22999-789,88962907199,097.838.328-16
andré franco,s/n Rodovia Laís Cerqueira,Eusébio,Rondônia,90869-963,(54) 91016-5526,097.964.923-42
antônio guedes,6777 Ponte Isadora Moraes,Santa Maria do Cambucá,Roraima,32660-520,(81) 6521-3122,097.965.923-04
,21016 Ponte Letícia,Aracaju,Rio Grande do Norte,00002-477,(35) 3782-4342,098.069.720-40
arthur miguel sais filho,84116 Travessa Pedro Henrique,Porteiras,Alagoas,17423-859,(85) 6591-1139,098.105.698-90
sophia meira,9036 Rua Elisa Menendes,Palestina,Acre,25260-030,(12) 5076-9517,098.211.523-76
bryan simão,s/n Rodovia Júlia,Baião,Sergipe,13695-881,7720084140,098.261.833-69
pietra parreira neto,3400 Avenida Ígor Soares,Sete Quedas,Paraíba,74802-710,(66) 7973-4329,098.275.703-40
eduarda de quadros,97501 Marginal Henry Fogaça,Ourém,Bahia,33077-449,(37) 8547-6005,098.339.120-36
elisa coqueiro jr.,1497 Avenida Allana Vieira,Francisco Macedo,Amazonas,45733-400,(19) 5736-7768,098.366.066-29
elisa coqueiro jr.,1497 Avenida Allana Vieira,Francisco Macedo,Amazonas,45733-400,(19) 5736-7768,098.366.066-29
sophie de assunção,17592 Alameda Arthur Simão,São João das Duas Pontes,Minas Gerais,19840-348,7176503108,098.368.649-11
bruna roseira,223 Travessa Mirella,São José dos Campos,Pará,13962183,8572355639,098.373.218-30
pedro lucas do prado,2275 Rodovia Giulia,Santa Fé do Araguaia,Rondônia,72253-919,(45) 2418-9063,098.399.237-14
deneval arriaga,9895 Ponte Elisa Lessa,Novo Repartimento,Mato Grosso,44683-129,(95) 1112-3673,098.426.590-20
maria clara meira,750 Viela Maria Eduarda,Resende Costa,Paraíba,91775462,6242408073,098.568.193-42
davi lucca arriaga,857 Marginal Arthur Henrique Soeira,Salgado,Rondônia,48987176,(54) 6050-7468,098.616.723-11
adriana longuinho jr.,s/n Travessa Nicolas Castanho,Arneiroz,Maranhão,97729-067,(11) 7215-5532,098.672.122-07
alessandra ramos,7338 Viela Yuri Batista,Campo Redondo,Goiás,75830-878,(82) 96986-8261,098.683.743-16
melissa jesus,257 Travessa Eloah da Cruz,Formiga,Rio Grande do Sul,18439389,7594895053,098.692.528-42
lucas gabriel dias,79703 Rodovia Elísio Brites,Tibau,Rondônia,63886525,4399134749,098.995.632-69
vinicius de assunção,s/n Rodovia Pietro,Messias Targino,Roraima,33084-531,(47) 5012-6710,099.183.186-19
ana sophia carneiro,s/n Marginal Henrique,Brejo do Cruz,Amazonas,70974381,(12) 3291-8033,099.258.164-83
srta. vitor ambrósio,150 Travessa Gúbio Cachoeira,Olho-d'Água do Borges,Minas Gerais,08108-168,(95) 2584-5693,099.269.719-03
joão brites,32914 Travessa João Lucas,Taipu,Alagoas,63781-685,(61) 2340-5164,099.406.796-88
kléber custódio,75480 Ponte Pietro,Cabo Frio,Roraima,19469-021,65997816506,099.462.903-67
lorena porteira,4005 Marginal Sara,Pinheiros,Goiás,75196-346,(69) 94464-2032,099.529.710-01
dra. otávio simão,10196 Ponte Júlio Datena,São Francisco de Assis do Piauí,Piauí,69799-101,(15) 3772-6252,099.617.252-12
bianca farias filho,18123 Rua Patricia Vidal,Águia Branca,Ceará,80723-714,(87) 4832-1790,099.788.997-74
